,House Request,Senate Request,Pre-reduction Amt. (Omni),Final Amount,Budget Request,Description,City/Location,County,State,Bill,Bill Section,Bill Subsection,Project Heading (Defense Bill Only),House Requesting Member(s),House Party,House State,Dist.,Senate Requesting Member(s),Senate Party,Senate State,Presidential Earmarks,Undisclosed,Intended Recipient or Location,Notes,is_pork
3054,4000000,,,3200000,,Advanced Thermal Management System,Escanaba,,MI,Defense,RDTE,Army,Combat Vehicle and Automotive Advanced Technology,Stupak,D,MI,,,,,,,"EMP Engineered Machined Products, Inc. ",,0
3055,375000,,,352500,,"City of Grand Rapids, MI, LOOP Programs",Grand Rapids,,MI,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,Ehlers,R,MI,,Stabenow,D,MI,,,,,0
3056,2000000,,,1600000,,High Efficiency Quiet Electric Drive,Anaheim,,CA,Defense,RDTE,Navy,Shipboard System Component Development,"Miller, Gary; Sanchez, Loretta",R; D,CA; CA,,,,,,,Power Paragon,,0
3057,323313,,323000,321000,,"Johne's Disease, Beltsville, MD",Beltsville,,MD,Ag-Rural Development-FDA,Agriculture,Agricultural Research Service; Salaries and Expenses,,Hoyer,D,MD,,Cardin; Mikulski,D; D,MD; MD,,,,,0
3058,,100000,78000,76637,,"Lynwood, CA, to expand the afterschool Homework Assistance Program at the Lynwood Public Library",Lynwood,,CA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Boxer,D,CA,,,,,0
3059,250000,1000000,825000,808500,,Multimodal Transportation Facility,Lafayette,,LA,Transportation and Housing & Urban Development,Transportation,FTA; Buses and Bus Facilities,,Boustany,R,LA,,Landrieu; Vitter,D; R,LA; LA,,,,,0
3060,,585000,550000,550000,,Salt Creek and Tributaries,,,NE,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
3061,300000,500000,,500000,,Adelante Development Center,,,NM,Financial Services,Small Business Administration,Salaries and Expenses,,"Pearce; Wilson, Heather",R; R,NM; NM,2; 1,Domenici,R,NM,,,,,0
3062,300000,,,267900,,"Bio-Info-Nano Research and Development Institute at University of California, Santa Cruz",Santa Cruz,,CA,"Commerce, Justice & Science",Science,NASA,,Eshoo; Honda,D; D,CA; CA,,Feinstein,D,CA,,,,,0
3063,300000,450000,346000,340000,300000,California Coast Sediment Master Plan,,,CA,Energy & Water,Corps of Engineers,General Investigations,,Harman; Waxman,D; D,CA; CA,,Feinstein,D,CA,President and Member(s),,,,0
3064,,2600000,,2080000,,High Energy Battery for Unmanned Aerial Vehicles,,,UNK,Defense,RDTE,Defense Wide,Generic Logistics R&D Technology Demonstrations,,,,,Bayh; Lugar,D; R,IN; IN,,,,,0
3065,200000,,195000,191593,,"Memorial Hermann Healthcare System, Houston, TX for facilities and equipment",Houston,,TX,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Culberson,R,TX,,,,,,,,,0
3066,349000,,262000,260000,,"Multi-commodity Research, OR",,,OR,Ag-Rural Development-FDA,Agriculture,CSREES; Special Research Grants,,Blumenauer; Hooley; Wu,D; D; D,OR; OR; OR,,Smith; Wyden,R; D,OR; OR,,,,,0
3067,,760000,570000,558600,,Route AB Route Extension,,Cape Girardeau,MO,Transportation and Housing & Urban Development,Transportation,FHWA; Delta Regional Transportation Development Program,,Emerson,R,MO,,Bond,R,MO,,,,,0
3068,100000,,97000,95305,,"Visually Impaired Preschool Services, Louisville, KY for programs to address school readiness needs of visually impaired children",Louisville,,KY,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Yarmuth,D,KY,,,,,,,,,0
3069,231000,,,282000,,"Greyston Foundation, Workforce Development Initiative",Yonkers,,NY,Financial Services,Small Business Administration,,,Lowey,D,NY,18,,,,,,,,0
3070,118800,,119000,118000,,"Bioremediation Research, Beltsville, MD",Beltsville,,MD,Ag-Rural Development-FDA,Agriculture,Agricultural Research Service; Salaries and Expenses,,Hoyer,D,MD,,Cardin; Mikulski,D; D,MD; MD,,,,,0
3071,,3200000,,3200000,3200000,C-5 Ground Run-up Enclosure,Memphis IAP,,TN,Military Construction,Military Construction Project Listing,Air National Guard,,,,,,Alexander; Corker,R; R,TN; TN,President and Member(s),,,,0
3072,140000,,,272600,,"CAPPA Youth Intervention and Development, Williamsport, PA",Williamsport,,PA,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,Carney,D,PA,,,,,,,,,0
3073,500000,,,500000,,High Performance Computing Capability,San Diego ,,CA,Defense,Other Procurement,Navy,Command Support Equipment,Hunter,R,CA,,,,,,,IBM,,0
3074,,1000000,800000,788000,,Leetown Science Center,,,WV,Interior,U.S. Geological Survey,"Surveys, Investigations and Research",,,,,,Byrd,D,WV,,,,,0
3075,250000,,,235000,,"Liberty Theater at risk youth initiatives, Columbus, Georgia",Columbus,,GA,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,"Bishop, Sanford",D,GA,2,,,,,,,,0
3076,2500000,,,2000000,,"Multifunctional Oxide Materials, Their Application and Devices (MFMA)",Columbus,,OH,Defense,RDTE,Navy,Power Projection Applied Research,Pryce,R,OH,,Warner; Webb,R; D,VA; VA,,,Ohio State University ,,0
3077,,3100000,,3100000,,Simultaneous Field Radiation Technology (SFRT),,,UNK,Defense,RDTE,Defense Wide,Joint Capability Technology Demonstrations,Pickering,R,MS,,Cochran; Lott,R; R,MS; MS,,,,,0
3078,,250000,195000,191593,,"Carroll College, Helena, MT, for curriculum development in Civil Engineering",Helena,,MT,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Baucus; Tester,D; D,MT; MT,,,,,0
3079,5000000,,,4000000,,Countermeasures to Chemical/Biological Control-Rapid Response,Tampa,,FL,Defense,RDTE,Defense Wide,Chemical and Biological Defense Program,"Boyd; Young, Bill",D; R,FL; FL,,,,,,,University of South Florida,,0
3080,,1000000,670000,656600,,High Priority Corridor 31 of the National Highway System in southwestern PA,,,PA,Transportation and Housing & Urban Development,Transportation,FHWA; Transportation and Community and System Preservation,,,,,,Casey,D,PA,,,,,0
3081,2400000,,,1600000,,Holston Anny Ammunition Plant-Critical Reliability Upgrade,Kingsport,,TN,Defense,Procurement of Ammunition,Army,Provision of Industrial Facilities,"Davis, David",R,TN,,,,,,,Holston AAP Ordnance Systems Inc.,,0
3082,1500000,,,1200000,,Multi Mission Armored Watercraft (MMAW) Project,Bellingham,,WA,Defense,RDTE,Army,Ballistics Technology,Larsen,D,WA,,Cantwell; Murray,D; D,WA; WA,,,Aluminum Chambered Boats,,0
3083,,250000,204000,200436,,"Our Piece of the Pie, Hartford, CT, for social outreach services to grandparents raising teenagers",Hartford,,CT,Labor-HHS-Education,Department of Health and Human Services,Administration for Children and Families,,,,,,Dodd; Lieberman,D; I,CT; CT,,,,Described as being for Southend Community Services,0
3084,300000,,292000,286899,,"San Bernardino County Superintendent of Schools, San Bernardino, CA to expand the Science, Technology, Engineering, and Mathematics initiative",San Bernardino,,CA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,"Lewis, Jerry",R,CA,41,,,,,,,,0
3085,200000,,200000,197000,,"The Town of Collierville, Public Works Department for Wastewater Infrastructure",Collierville,,TN,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,Blackburn,R,TN,7,,,,,,,,0
3086,,350000,263000,261000,,"Center for Rural Studies, VT",,,VT,Ag-Rural Development-FDA,Agriculture,CSREES; Special Research Grants,,,,,,Leahy,D,VT,,,University of Vermont,,0
3087,2000000,2400000,,2400000,,Holston Army Ammunition Plant-Thermobaric Extruder Facility,Kingsport,,TN,Defense,Procurement of Ammunition,Army,Provision of Industrial Facilities,"Davis, David",R,TN,,Alexander,R,TN,,,Holston AAP Ordnance Systems Inc.,,0
3088,6000000,,,4800000,,Intelligent Carbon Nanotube Based Computer Devices for Space Applications,Springfield ,,MO,Defense,RDTE,Air Force,Materials,Blunt,R,MO,,Bond,R,MO,,,Missouri State University/Applied Systems Intelligence,,0
3089,,3000000,,2400000,,MEMS Microdetonator Packaging Technology ,,,UNK,Defense,RDTE,Navy,USMC Advanced Technology Demonstration (ATD) ,Herseth Sandlin,D,SD,,Johnson,D,SD,,,,,0
3090,350000,,350000,343000,,Multi-Modal Transportation Program,Boca Raton,,FL,Transportation and Housing & Urban Development,Transportation,FTA; Buses and Bus Facilities,,Klein,D,FL,,,,,,,,,0
3091,,125000,110000,108078,,"Oelwein Community School District, Oelwein, IA, for technology and program needs for a math and science academy",Oelwin,,IA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Grassley,R,IA,,,,,0
3092,320000,320000,480000,470400,,Para-Transit Van Replacement,Las Cruces,,NM,Transportation and Housing & Urban Development,Transportation,FTA; Buses and Bus Facilities,,Pearce,R,NM,,Bingaman; Domenici,D; R,NM; NM,,,,,0
3093,650000,1100000,0,0,650000,San Bernardino National Forest - Garner Ranch,,,CA,Interior,Forest Service,,,,,,,,,,President-Solo,,,,0
3094,57000,,57000,56000,57000,"Bighorn National Forest, Sheridan Work Center Rehabilitation",,,WY,Interior,Forest Service,Construction,,,,,,,,,President-Solo,,,,0
3095,,250000,200000,196000,,"City of Grenada, for the renovation of the historic Taylor Hall",Grenada,,MS,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,,,,,Cochran,R,MS,,,,,0
3096,500000,,500000,490000,,"Cuyahoga County Airport, pavement maintenance and rehabilitation",,Cuyahoga,OH,Transportation and Housing & Urban Development,Transportation,FAA; Airport Improvement Program,,"Jones, Stephanie Tubbs",D,OH,,Voinovich,R,OH,,,,,0
3097,1000000,,1000000,980000,,I-40 in McDowell County ,Raleigh ,,NC,Transportation and Housing & Urban Development,Transportation,FHWA; Interstate Maintenance Discretionary,,Shuler,D,NC,,,,,,,,,0
3098,400000,,400000,392000,,Improve Bike Trails ,Highland,,IN,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,Visclosky,D,IN,1,,,,,,,,0
3099,2500000,,2500000,2450000,2500000,Jefferson County Air Traffic Control Tower,,Jefferson,CO,Transportation and Housing & Urban Development,Transportation,FAA; Towers,,"Tancredo; Udall, Mark",R; D,CO; CO,,Salazar,D,CO,President and Member(s),,,,0
3100,,900000,731000,718229,,"Lyndon Baines Johnson Foundation, Austin, Texas for the Presidential timeline project",Austin,,TX,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Harkin,D,IA,,,,,0
3101,1000000,,,1000000,,Multifunctional Particles for Defeating CBWA (Chemical and Biological Warfare Agents),Chelmsford,,MA,Defense,RDTE,Defense Wide,Chemical and Biological Defense Program,Meehan,D,MA,,,,,,,Triton,,0
3102,,5100000,,4080000,,Center for Military Vehicle Technologies ,,,MS,Defense,RDTE,Army,Combat Vehicle and Automotive Advanced Technology ,,,,,Cochran; Lott,R; R,MS; MS,,,,,0
3103,,1887000,,1887000,1887000,Classified Milcon Project,,,INT,Military Construction,Military Construction Project Listing,,,,,,,,,,President-Solo,,,,0
3104,900000,,900000,882000,,I-35W Reconstruction Design,New Brighton,,MN,Transportation and Housing & Urban Development,Transportation,FHWA; Interstate Maintenance Discretionary,,McCollum,D,MN,,Klobuchar,D,MN,,,,,0
3105,,3175000,2985000,2985000,,Kaskaskia River Navigation,,,IL,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
3106,,5000000,3856000,3829000,,"Lost River Watershed Project, WV",,,WV,Ag-Rural Development-FDA,Conservation Programs,Natural Resources Conservation Service; Watershed and Flood Prevention Operations,,,,,,Byrd,D,WV,,,NRCS West Virginia,,0
3107,2000000,2000000,,2000000,,Multicontinuum Technology for Space Structures,Kirtland AFB,,NM,Defense,RDTE,Air Force,Space Technology,Cubin,R,WY,,Enzi,R,WY,,,Kirtland AFB/Space Vehicles Directorate,,0
3108,Intel (No Numbers),,,2400000,,NMEC Intelligence Community R&D Lab and Better Service to Combatant Commands,St. Petersburg,,FL,Defense,Intel,,,"Young, Bill",R,FL,,,,,,,IMC,,0
3109,,250000,195000,191593,,"Plymouth State University, Plymouth, NH, for a collaborative research institute for sustainable rural economics",Plymouth,,NH,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,Hodes,D,NH,,Gregg,R,NH,,,,,0
3110,,3000000,,2500000,,Alaska National Guard Counter-Drug Program,,,AK,Defense,Drug Interdiction and Counter-Drug Activity,Defense Wide,Counter Narcotics,,,,,Stevens,R,AK,,,,,0
3111,,250000,250000,246000,0,"Center for Nanomedicine at University of Maryland, research into new nanoconstructs",Baltimore,,MD,Energy & Water,Department of Energy,Congressionally Directed Science projects,,Cummings; Sarbanes,D; D,MD; MD,,Cardin; Mikulski,D; D,MD; MD,,,,,0
3112,,200000,175000,171943,,"Clay County School system, WV, for the continuation and expansion of Skills West Virginia programs in counties around West Virginia",Clay County,,WV,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Byrd,D,WV,,,,,0
3113,1000000,2000000,,1600000,,Composite Small Main Rotor Blades,Wichita,,KS,Defense,RDTE,Army,Aviation Technology,Tiahrt,R,KS,4,Brownback; Dodd,R; D,KS; CT,,,Kaman/Plastic Fabricating Company ,,0
3114,100000,,97000,95305,,"Jefferson County, Golden, CO for child abuse prevention and treatment programs",Golden,Jefferson,CO,Labor-HHS-Education,Department of Health and Human Services,Child Abuse Programs,,"Perlmutter; Udall, Mark",D; D,CO; CO,,Salazar,D,CO,,,,,0
3115,,200000,195000,191593,,"Martin Addiction Recovery Center, Martin, SD, to enhance and expand substance abuse intervention and treatment services",Martin,,SD,Labor-HHS-Education,Department of Health and Human Services,Center for Substance Abuse Treatment,,,,,,Johnson,D,SD,,,,,0
3116,2000000,,,1600000,,Multi-Fuel Combustor for Shipboard Fuel Cells,Washington,,DC,Defense,RDTE,Navy,Force Protection Advanced Technology,Lampson,D,TX,,,,,,,U.S. Navy,,0
3117,250000,,,446500,,Nisqually Tribe of Washington Youth Justice Center,,,WA,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,"Smith, Adam",D,WA,,,,,,,,,0
3118,1000000,,,800000,,Center for Vaccine Scale-Up/Process Research Phase I,Atlanta ,,GA,Defense,RDTE,Army,Medical Technology,"Lewis, John",D,GA,,,,,,,Georgia State University,,0
3119,,2000000,,2000000,,Exhibit on Role of Arab Americans in the Defense of Our Country,,,UNK,Defense,Operation and Maintenance,Defense Wide,Office Of Economic Adjustment,,,,,Stabenow,D,MI,,,,,0
3120,,6000000,,6000000,,Intelligraf Data Distribution Training,,,UNK,Defense,Other Procurement,Navy,Submarine Training Device Mods,,,,,Murray,D,WA,,,,,0
3121,80000,,,75200,,"Jefferson County, OH Sheriff's Department",,Jefferson,OH,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,"Wilson, Charlie",D,OH,6,,,,,,,,0
3122,80000,,,75200,,"Missoula, MT Police Department",Missoula,,MT,"Commerce, Justice & Science",Department of Justice,Byrne Grants,,Rehberg,R,MT,,Baucus; Tester,D; D,MT; MT,,,,,0
3123,,5000000,,4000000,,Multi-mission Deployable Optical System,,,UNK,Defense,RDTE,Air Force,Space Control Technology,,,,,Inouye,D,HI,,,,,0
3124,150000,,250000,245000,,National Assn of Latino Art and Culture for renovation of the Buena Vista Gardens building and an adjacent property to create a community arts space,San Antonio,,TX,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Gonzalez,D,TX,,,,,,,,,0
3125,1000000,,,1000000,,Oblique Imaging and Software Tool for Marine Installations,Rochester,,NY,Defense,RDTE,Navy,Information Technology Development,Reynolds,R,NY,,,,,,,Pictometry,,0
3126,,,,10600000,0,Child Development Center,Fort Lewis,,WA,Military Construction,Military Construction Project Listing,Army,,Appropriations Committee,D; R,,,,,,,,,,0
3127,,,,200000,,City of Plymouth,,,IN,Homeland Security,Federal Emergency Management Agency,Predisaster Mitigation,,Donnelly,D,IN,,,,,,,,,0
3128,,600000,600000,588000,,"City of Reno, Oliver-Montello Affordable Housing Project, to purchase vacant buildings in an effort to revitalize an area of northeast Reno and transition it from commercial to residential",Reno,,NV,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,,,,,Reid,D,NV,,,,,0
3129,,2000000,975000,957967,,"Jefferson Regional Medical Center Nursing School, Pine Bluff, AR for facilities and equipment",Pine Bluff,,AR,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Ross,D,AR,,Lincoln; Pryor,D; D,AR; AR,,,,,0
3130,3000000,,,3000000,,Multifunctional Protective Packaging Technology,Rhinelander,,WI,Defense,RDTE,Army,Medical Advanced Technology,Obey,D,WI,7,Kohl,D,WI,,,American Plastic Inc. ,,0
3131,4987000,4987000,4987000,4907000,4987000,San Luis Valley Project,,,CO,Energy & Water,Bureau of Reclamation,Water and Related Resources,,,,,,,,,President-Solo,,,,0
3132,915000,915000,915000,900000,915000,South/Central Arizona Investigations Program,,,AZ,Energy & Water,Bureau of Reclamation,Water and Related Resources,,,,,,,,,President-Solo,,,,0
3133,300000,,300000,294000,,BeltLine Environmental Impact,Atlanta,,GA,Transportation and Housing & Urban Development,Transportation,FTA; Alternatives Analysis,,"Lewis, John",D,GA,,Chambliss,R,GA,,,,,0
